,Unnamed: 0,question_and_options,answer,difficulty
79,79,<div><p>Microsatellite DNA' is used in the case of which one of the following?</p><p>(a) Studying the evolutionary relationships among various species of fauna&nbsp;</p><p>(b) Stimulating 'stem cells' to transform into diverse functional tissues&nbsp;</p><p>(c) Promoting clonal propagation of horticultural plants&nbsp;</p><p>(d) Assessing the efficacy of drugs by conducting series of drug trials in a population&nbsp;</p></div>,a,Difficult
80,80,<div><p>Consider the following statements in relation to Janani Suraksha Yojana:&nbsp;</p><p>1. It is safe motherhood intervention of the State Health Departments.&nbsp;</p><p>2. Its objective is to reduce maternal and neonatal mortality among poor pregnant women.&nbsp;</p><p>3. It aims to promote institutional delivery among poor pregnant women.&nbsp;</p><p>4. Its objective includes providing public health facilities to sick infants up to one year of age.&nbsp;</p><p>How many of the statements given above are correct?&nbsp;</p><p>(a) Only one&nbsp;</p><p>(b) Only two&nbsp;</p><p>(c) Only three&nbsp;</p><p>(d) All four&nbsp;</p></div>,b,Medium
81,81,"<div><p>Consider the following statements in the context of interventions being undertaken under Anaemia Mukt Bharat Strategy:&nbsp;</p><p>1. It provides prophylactic calcium supplementation for pre-school children, adolescents and pregnant women.&nbsp;</p><p>2. It runs a campaign for delayed cord clamping at the time of child-birth.&nbsp;</p><p>3. It provides for periodic deworming to children and adolescents.&nbsp;</p><p>4. It addresses non-nutritional causes of anaemia in endemic pockets with special focus on malaria, hemoglobinopathies and fluorosis.&nbsp;</p><p>How many of the statements given above are correct?&nbsp;</p><p>(a) Only one&nbsp;</p><p>(b) Only two&nbsp;</p><p>(c) Only three&nbsp;</p><p>(d) All four&nbsp;</p></div>",c,Medium
82,82,<div><p>Consider the following statements:</p><p>1. Carbon fibres are used in the manufacture of components used in automobiles and aircrafts.</p><p>2. Carbon fibres once used cannot be recycled.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only</p><p>(b) 2 only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>,a,Medium
83,83,<div><p>Consider the following actions:</p><p>1. Detection of car crash/collision which results in the deployment of airbags almost instantaneously</p><p>2. Detection of accidental free fall of a laptop towards the ground which results in the immediate turning off of the hard drive</p><p>3. Detection of the tilt of the smartphone which results in the rotation of display between portrait and landscape mode</p><p>In how many of the above actions is the function of accelerometer required?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>,c,Difficult
84,84,"<div><p>With reference to the role of biofilters in Recirculating Aquaculture System, consider the following statements :</p><p>1. Biofilters provide waste treatment by removing uneaten fish feed.</p><p>2. Biofilters convert ammonia present in fish waste to nitrate.</p><p>3. Biofilters increase phosphorus as nutrient for fish in water.</p><p>How many of the statements given above are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>",b,Medium
85,85,"<div><p>Consider the following pairs :</p><table style=""border-collapse: collapse; width: 100.04%;"" border=""1""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Objects in space</em></strong></div>",a,Medium
86,86,<div><p>Which one the following countries has its own Satellite Navigation System?&nbsp;</p><p>(a) Australia&nbsp;</p><p>(b) Canada</p><p>(c) Israel&nbsp;</p><p>(d) Japan&nbsp;</p></div>,d,Easy
87,87,"<div><p>Consider the following statements:</p><p>1. Ballistic missiles are jet-propelled at subsonic speeds throughout their flights, while cruise missiles are rocket-powered only in the initial phase of flight.</p><p>2. Agni-V is a medium-range supersonic cruise missile, while BrahMos is a solid-fuelled intercontinental ballistic missile.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 Only&nbsp;</p><p>(b) 2 Only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>",d,Easy
88,88,<div><p>Consider the following statements regarding mercury pollution :</p><p>1. Gold mining activity is a source of mercury pollution in the world.</p><p>2. Coal-based thermal power plants cause mercury pollution.</p><p>3. There is no known safe level of exposure to mercury.</p><p>How many of the above statements are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>,b,Medium
89,89,"<div><p>With reference to green hydrogen, Consider the following statements :</p><p>1. It can be used directly as a fuel for internal combustion.</p><p>2. It can be blended with natural gas and used as fuel for heat or power generation.</p><p>3. It can be used in the hydrogen fuel cell to run vehicles.</p><p>How many of the above statements are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>",c,Difficult
90,90,"<div><p>Consider the following statements with reference to India:</p><p>1. According to the 'Micro Small and Medium enterprises Development (MSMED) Act, 2006, the 'medium enterprises' are those with investments in plant and machinery between Rs. 15 crore and Rs. 25 crore.</p><p>2. All bank loans to the Micro, Small and Medium Enterprises qualify under the Priority sector.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 Only&nbsp;</p><p>(b) 2 Only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>",b,Medium
91,91,"<div><p>With reference to Central Bank digital currencies, consider the following statements :</p><p>1. It is possible to make payments in a digital currency without using US dollar or SWIFT system.</p><p>2. A digital currency can be distributed with a condition programmed into it such as a time-fame for spending it.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 Only&nbsp;</p><p>(b) 2 Only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>",c,Medium
92,92,"<div><p>In the context of finance, the term 'beta' refers to</p><p>(a) the process of simultaneous buying and selling of an asset from difference platforms.</p><p>(b) an investment strategy of a portfolio manager to balance risk versus reward.</p><p>(c) a type of systemic risk that arises where perfect hedging is not possible.</p><p>(d) a numeric value that measures the fluctuations of a stock to changes in the overall stock market.</p></div>",d,Difficult
93,93,"<div><p>Consider the following statements :</p><p>1. The Self-Help Group (SHG) programme was originally initiated by the State Bank of India by providing microcredit to the financially deprived.</p><p>2. In an SHG, all members of a group take responsibility for a loan that an individual member takes.</p><p>3. The Regional Rural Banks and Scheduled Commercial banks support SHGs.</p><p>How many of the above statements are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>",b,Easy
94,94,"<div><p>Consider the following statements :</p><p>Statement-I :</p><p>India's public sector health care system largely focuses on curative care with limited preventive, promotive and rehabilitative care.</p><p>Statement-II :</p><p>Under India's decentralized approach to health care delivery, the States are primarily responsible for organizing health services.</p><p>Which one of the following is correct in respect of the above statements?</p><p>(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I</p><p>(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I</p><p>(c) Statement-I is correct but Statement-II is incorrect</p><p>(d) Statement-I is incorrect but Statement-II is correct</p></div>",b,Difficult
95,95,"<div><p>Consider the following statements :</p><p>Statement-I :</p><p>According to the United Nation's 'World Water Development Report, 2022', India extracts more than a quarter of the world's groundwater withdrawal each year.</p><p>Statement-II :</p><p>India needs to extract more than a quarter of the world's groundwater each year to satisfy the drinking water and sanitation needs of almost 18% of world's population living in its territory.</p><p>Which one of the following is correct in respect of the above statements?</p><p>(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I</p><p>(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I</p><p>(c) Statement-I is correct but Statement-II is incorrect</p><p>(d) Statement-I is incorrect but Statement-II is correct</p></div>",c,Medium
96,96,"<div><p>Consider the following statements :</p><p>1. According to the Constitution of India, the Central Government has a duty to protect States from internal disturbances.</p><p>2. The Constitution of India exempts the States from providing legal counsel to a person being held for preventive detention.</p><p>3. According to the Prevention of Terrorism Act, 2002, confession of the accused before the police cannot be used as evidence.</p><p>How many of the above statements are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three</p><p>(d) None</p></div>",b,Difficult
97,97,<div><p>Which one of the following countries has been suffering from decades of civil strife and food shortages and was in news in the recent past for its very severe famine?&nbsp;</p><p>(a) Angola</p><p>(b) Costa Rica&nbsp;</p><p>(c) Ecuador</p><p>(d) Somalia&nbsp;</p></div>,d,Medium
98,98,"<div><p>Consider the following statements :</p><p>1. In India, the Biodiversity Management committees are key to the realization of the objectives of Nagoya Protocol.</p><p>2. The Biodiversity Management committees have important functions in determining access and benefit sharing, including the power to levy collection fees on the access of biological resources within its jurisdiction.</p><p>Which of the statements given above is/are correct?</p><p>(a) 1 only&nbsp;</p><p>(b) 2 only</p><p>(c) Both 1 and 2</p><p>(d) Neither 1 nor 2</p></div>",c,Easy
99,99,"<div><p>Consider the following statements in respect of election to the President of India:</p><p>1. The members nominated to either House of the Parliament or the Legislative Assemblies of States are also eligible to be included in the Electoral College.</p><p>2. Higher the number of elective Assembly seats, higher is the value of vote of each MLA of that State.</p><p>3. The value of vote of each MLA of Madhya Pradesh is greater than that of Kerala.</p><p>4. The value of vote of each MLA of Puducherry is higher than that of Arunachal Pradesh because the ratio of total population to total number of elective seats in Puducherry is greater as compared to Arunachal Pradesh</p><p>How many of the above statements are correct?</p><p>(a) Only one</p><p>(b) Only two</p><p>(c) All three &nbsp;</p><p>(d) All four</p></div>",a,Difficult
